request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
e72267d7-d2bc-4efb-9e12-cef0ce0a721e,ar-dist-0126,3755939.416084786,3755940.054138696,3755940.1538379667,1501,28,0.6380539098754525,0.09969927091151476
89a619f0-bd8c-4c6c-a459-ca6c096e4e1b,ar-dist-0637,3755939.290971894,3755939.968704878,3755940.368075879,3901,43,0.6777329840697348,0.3993710009381175
de7a5a8b-1bd1-420d-b6af-7ce545781cfa,ar-dist-0884,3755939.04046482,3755939.8913516607,3755940.5100160865,3901,55,0.850886840838939,0.6186644257977605
fc2e9b89-6403-4a6c-a57e-c97db80e5ad3,ar-dist-0174,3755939.791051855,3755940.1441880516,3755940.835924742,2501,43,0.35313619673252106,0.6917366902343929
007495a9-682d-44b4-af6e-abd229fd4109,ar-dist-0636,3755939.228242012,3755939.936828451,3755940.836130523,3901,67,0.708586439024657,0.8993020718917251
0329425f-dd4c-4bd9-9de6-84479bfa8122,ar-dist-0583,3755939.541067716,3755940.094999343,3755940.882289016,3741,51,0.5539316269569099,0.7872896729968488
aec73a59-8d09-4fa7-9eb8-4c16535fc7af,ar-dist-0222,3755940.042149378,3755940.180988301,3755941.187792416,2501,63,0.13883892307057977,1.006804115138948
d312cefe-c729-41b8-a08e-05da6da1301e,ar-dist-0698,3755940.291241063,3755940.835616572,3755941.3622851637,3901,40,0.5443755090236664,0.5266685918904841
bae287e0-304b-4380-b38e-e9c62e8bdc13,ar-dist-0325,3755939.915536872,3755940.170212452,3755941.4445943437,3251,63,0.2546755797229707,1.274381891824305
9f7214da-925c-4cfd-aea7-347fe5146c51,ar-dist-0220,3755939.665883635,3755940.13952622,3755941.577132555,2501,67,0.47364258486777544,1.4376063351519406
ba0b4212-2fac-4948-8015-5d3f7870ccb8,ar-dist-0610,3755940.791488477,3755941.2251296593,3755941.703340665,3741,33,0.43364118225872517,0.47821100568398833
c3c7614d-a28c-413b-b676-553bc79e6ccd,ar-dist-0526,3755940.415601578,3755940.962298385,3755941.703731317,3741,44,0.5466968067921698,0.7414329322054982
3f6175c8-79ef-4ee2-aa0a-715f9e43c0ac,ar-dist-0357,3755940.665273804,3755941.1808012654,3755941.703891089,3741,37,0.5155274611897767,0.5230898237787187
223188ae-3ee9-4021-8c9a-6ba9e62dd123,ar-dist-0746,3755940.540622657,3755941.0891349693,3755942.1880411864,3901,58,0.548512312117964,1.0989062171429396
